Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
"China, Taiwan Province of China",2031,85-89,85,5,147.991,208.144,356.135
Colombia,2031,85-89,85,5,179.176,261.969,441.145
Comoros,2031,85-89,85,5,0.433,0.657,1.09
Congo,2031,85-89,85,5,2.154,3.851,6.005
Costa Rica,2031,85-89,85,5,24.598,32.88,57.478
Croatia,2031,85-89,85,5,23.425,48.19,71.615
Cuba,2031,85-89,85,5,77.916,108.497,186.413
Curaçao,2031,85-89,85,5,1.11,1.903,3.013
Cyprus,2031,85-89,85,5,7.261,10.755,18.016
Czechia,2031,85-89,85,5,81.906,138.722,220.628
Côte d'Ivoire,2031,85-89,85,5,11.344,11.866,23.21
Dem. People's Republic of Korea,2031,85-89,85,5,41.449,155.861,197.31
Democratic Republic of the Congo,2031,85-89,85,5,57.903,82.874,140.777
Denmark,2031,85-89,85,5,57.784,78.813,136.597
Djibouti,2031,85-89,85,5,1.248,1.575,2.823
Dominican Republic,2031,85-89,85,5,31.438,42.949,74.387
Ecuador,2031,85-89,85,5,57.326,76.074,133.4
Egypt,2031,85-89,85,5,107.557,188.649,296.206
El Salvador,2031,85-89,85,5,19.998,33.052,53.05
Equatorial Guinea,2031,85-89,85,5,0.403,0.605,1.008
Eritrea,2031,85-89,85,5,3.504,5.901,9.405
Estonia,2031,85-89,85,5,7.687,19.938,27.625
Eswatini,2031,85-89,85,5,0.53,1.998,2.528
Ethiopia,2031,85-89,85,5,105.332,145.344,250.676
Fiji,2031,85-89,85,5,0.837,1.229,2.066
Finland,2031,85-89,85,5,58.116,87.639,145.755
France,2031,85-89,85,5,596.825,904.571,1501.396
French Guiana,2031,85-89,85,5,0.577,0.937,1.514
French Polynesia,2031,85-89,85,5,0.95,1.258,2.208
Gabon,2031,85-89,85,5,1.339,2.377,3.716
Gambia,2031,85-89,85,5,0.937,1.176,2.113
Georgia,2031,85-89,85,5,9.826,26.508,36.334
Germany,2031,85-89,85,5,806.598,1161.272,1967.87
Ghana,2031,85-89,85,5,14.218,20.201,34.419
Greece,2031,85-89,85,5,105.019,142.527,247.546
Grenada,2031,85-89,85,5,0.24,0.436,0.676
Guadeloupe,2031,85-89,85,5,3.357,5.594,8.951
Guam,2031,85-89,85,5,0.57,1.02,1.59
Guatemala,2031,85-89,85,5,34.731,48.378,83.109
Guinea,2031,85-89,85,5,4.216,7.628,11.844
Guinea-Bissau,2031,85-89,85,5,0.508,1.136,1.644
Guyana,2031,85-89,85,5,1.827,2.346,4.173
Haiti,2031,85-89,85,5,15.546,23.975,39.521
Honduras,2031,85-89,85,5,18.25,26.865,45.115
Hungary,2031,85-89,85,5,52.388,119.605,171.993
Iceland,2031,85-89,85,5,2.587,3.23,5.817
India,2031,85-89,85,5,2386.463,2990.772,5377.235
Indonesia,2031,85-89,85,5,373.678,654.427,1028.105
Iran (Islamic Republic of),2031,85-89,85,5,150.971,172.21,323.181
Iraq,2031,85-89,85,5,25.991,41.363,67.354
Ireland,2031,85-89,85,5,35.099,44.051,79.15
Israel,2031,85-89,85,5,47.168,62.385,109.553
Italy,2031,85-89,85,5,646.855,976.987,1623.842
Jamaica,2031,85-89,85,5,10.203,10.535,20.738
Japan,2031,85-89,85,5,1864.22,3014.249,4878.469
Jordan,2031,85-89,85,5,9.59,15.111,24.701
Kazakhstan,2031,85-89,85,5,21.545,66.908,88.453
Kenya,2031,85-89,85,5,19.992,39.736,59.728
Kiribati,2031,85-89,85,5,0.066,0.289,0.355
Kuwait,2031,85-89,85,5,2.078,2.006,4.084
Kyrgyzstan,2031,85-89,85,5,1.496,8.33,9.826
Latvia,2031,85-89,85,5,9.994,30.22,40.214
Lebanon,2031,85-89,85,5,14.18,19.713,33.893
Lesotho,2031,85-89,85,5,1.197,3.651,4.848
Liberia,2031,85-89,85,5,3.104,4.388,7.492
Libya,2031,85-89,85,5,7.124,12.114,19.238
Lithuania,2031,85-89,85,5,14.563,42.123,56.686
Luxembourg,2031,85-89,85,5,3.947,5.687,9.634
Madagascar,2031,85-89,85,5,17.279,24.713,41.992
Malawi,2031,85-89,85,5,7.151,17.304,24.455
Malaysia,2031,85-89,85,5,88.019,92.69,180.709
Maldives,2031,85-89,85,5,0.887,0.973,1.86
Mali,2031,85-89,85,5,6.81,9.254,16.064
Malta,2031,85-89,85,5,4.586,6.165,10.751
Martinique,2031,85-89,85,5,3.368,5.626,8.994
Mauritania,2031,85-89,85,5,2.422,4.323,6.745
Mauritius,2031,85-89,85,5,4.353,8.111,12.464
Mayotte,2031,85-89,85,5,0.516,0.676,1.192
Melanesia,2031,85-89,85,5,7.181,8.197,15.378
Mexico,2031,85-89,85,5,363.272,505.01,868.282
Micronesia,2031,85-89,85,5,0.856,1.688,2.544
Mongolia,2031,85-89,85,5,2.538,5.538,8.076
Montenegro,2031,85-89,85,5,2.178,4.294,6.472
Morocco,2031,85-89,85,5,69.08,108.383,177.463
Mozambique,2031,85-89,85,5,10.833,27.57,38.403
Myanmar,2031,85-89,85,5,47.675,94.446,142.121
Namibia,2031,85-89,85,5,1.091,2.886,3.977
Nepal,2031,85-89,85,5,41.812,61.437,103.249
Netherlands,2031,85-89,85,5,170.234,215.687,385.921
New Caledonia,2031,85-89,85,5,0.942,1.449,2.391
New Zealand,2031,85-89,85,5,40.552,52.611,93.163
Nicaragua,2031,85-89,85,5,11.928,20.438,32.366
Niger,2031,85-89,85,5,9.565,13.401,22.966
Nigeria,2031,85-89,85,5,60.985,73.114,134.099
North Macedonia,2031,85-89,85,5,7.234,11.386,18.62
Norway,2031,85-89,85,5,47.989,64.12,112.109
Oceania (excluding Australia and New Zealand),2031,85-89,85,5,9.525,11.976,21.501
Oman,2031,85-89,85,5,4.846,7.356,12.202
Pakistan,2031,85-89,85,5,276.957,267.823,544.78
Panama,2031,85-89,85,5,17.894,23.829,41.723
Papua New Guinea,2031,85-89,85,5,4.473,4.26,8.733
Paraguay,2031,85-89,85,5,17.045,23.189,40.234
Peru,2031,85-89,85,5,111.886,159.759,271.645
Philippines,2031,85-89,85,5,121.862,299.073,420.935
Poland,2031,85-89,85,5,203.986,410.171,614.157
Polynesia,2031,85-89,85,5,1.488,2.091,3.579
Portugal,2031,85-89,85,5,97.783,165.938,263.721
Puerto Rico,2031,85-89,85,5,27.98,44.836,72.816
Qatar,2031,85-89,85,5,1.385,1.174,2.559
Republic of Korea,2031,85-89,85,5,340.948,595.882,936.83
Republic of Moldova,2031,85-89,85,5,5.644,18.769,24.413
Romania,2031,85-89,85,5,90.716,177.659,268.375
Russian Federation,2031,85-89,85,5,327.017,1062.725,1389.742
Rwanda,2031,85-89,85,5,6.635,14.419,21.054
Réunion,2031,85-89,85,5,5.072,6.902,11.974
Saint Lucia,2031,85-89,85,5,0.853,0.885,1.738
Saint Vincent and the Grenadines,2031,85-89,85,5,0.329,0.373,0.702
Samoa,2031,85-89,85,5,0.186,0.341,0.527
Sao Tome and Principe,2031,85-89,85,5,0.111,0.199,0.31
Saudi Arabia,2031,85-89,85,5,33.378,39.402,72.78
Senegal,2031,85-89,85,5,7.809,13.912,21.721
Serbia,2031,85-89,85,5,38.298,66.977,105.275
Seychelles,2031,85-89,85,5,0.195,0.377,0.572
Sierra Leone,2031,85-89,85,5,3.193,5.687,8.88
Singapore,2031,85-89,85,5,26.826,39.972,66.798
Slovakia,2031,85-89,85,5,24.385,53.091,77.476
Slovenia,2031,85-89,85,5,16.646,28.017,44.663
Solomon Islands,2031,85-89,85,5,0.754,1.07,1.824
Somalia,2031,85-89,85,5,8.827,11.364,20.191
Spain,2031,85-89,85,5,448.25,700.437,1148.687
Sri Lanka,2031,85-89,85,5,73.02,136.574,209.594
State of Palestine,2031,85-89,85,5,4.231,6.336,10.567
Sudan,2031,85-89,85,5,38.642,50.864,89.506
Suriname,2031,85-89,85,5,0.946,1.987,2.933
Sweden,2031,85-89,85,5,115.735,148.395,264.13
Switzerland,2031,85-89,85,5,89.489,123.874,213.363
Syrian Arab Republic,2031,85-89,85,5,25.552,37.959,63.511
Tajikistan,2031,85-89,85,5,4.383,6.482,10.865
Thailand,2031,85-89,85,5,334.33,535.835,870.165
Timor-Leste,2031,85-89,85,5,1.279,1.94,3.219
Togo,2031,85-89,85,5,3.114,4.226,7.34
Tonga,2031,85-89,85,5,0.14,0.174,0.314
Trinidad and Tobago,2031,85-89,85,5,5.18,7.85,13.03
Tunisia,2031,85-89,85,5,26.717,44.11,70.827
Turkey,2031,85-89,85,5,229.441,436.723,666.164
Turkmenistan,2031,85-89,85,5,4.238,7.874,12.112
Uganda,2031,85-89,85,5,11.172,25.554,36.726
Ukraine,2031,85-89,85,5,102.426,335.662,438.088
United Arab Emirates,2031,85-89,85,5,6.638,2.711,9.349
United Kingdom,2031,85-89,85,5,625.285,815.064,1440.349
United Republic of Tanzania,2031,85-89,85,5,24.139,44.454,68.593
United States Virgin Islands,2031,85-89,85,5,0.934,1.54,2.474
United States of America,2031,85-89,85,5,2375.543,3448.097,5823.64
Uruguay,2031,85-89,85,5,16.446,35.765,52.211
Uzbekistan,2031,85-89,85,5,23.459,41.963,65.422
Vanuatu,2031,85-89,85,5,0.175,0.189,0.364
Venezuela (Bolivarian Republic of),2031,85-89,85,5,67.95,116.778,184.728
Viet Nam,2031,85-89,85,5,187.659,397.306,584.965
Yemen,2031,85-89,85,5,14.818,23.238,38.056
Zambia,2031,85-89,85,5,5.102,13.017,18.119
Zimbabwe,2031,85-89,85,5,5.541,15.213,20.754
Afghanistan,2031,80-84,80,5,55.928,77.379,133.307
Albania,2031,80-84,80,5,32.606,37.537,70.143
Algeria,2031,80-84,80,5,245.895,261.679,507.574
Angola,2031,80-84,80,5,32.39,48.778,81.168
Antigua and Barbuda,2031,80-84,80,5,0.726,0.867,1.593
Argentina,2031,80-84,80,5,326.433,546.785,873.218
Armenia,2031,80-84,80,5,16.939,32.744,49.683
Aruba,2031,80-84,80,5,0.985,1.62,2.605
Australia,2031,80-84,80,5,395.857,465.592,861.449
Austria,2031,80-84,80,5,130.176,169.843,300.019
Azerbaijan,2031,80-84,80,5,31.603,52.763,84.366
Bahamas,2031,80-84,80,5,1.928,2.814,4.742
Bahrain,2031,80-84,80,5,3.54,3.02,6.56
Bangladesh,2031,80-84,80,5,619.633,696.058,1315.691
Barbados,2031,80-84,80,5,3.989,4.862,8.851
Belarus,2031,80-84,80,5,51.066,128.109,179.175
Belgium,2031,80-84,80,5,186.339,239.363,425.702
Belize,2031,80-84,80,5,1.699,1.784,3.483
Benin,2031,80-84,80,5,20.636,30.309,50.945
Bhutan,2031,80-84,80,5,4.449,3.564,8.013
Bolivia (Plurinational State of),2031,80-84,80,5,70.013,87.467,157.48
Bosnia and Herzegovina,2031,80-84,80,5,36.216,55.153,91.369
Botswana,2031,80-84,80,5,5.866,10.524,16.39
Brazil,2031,80-84,80,5,1491.664,2193.863,3685.527
Brunei Darussalam,2031,80-84,80,5,1.95,2.226,4.176
Bulgaria,2031,80-84,80,5,88.428,161.414,249.842
Burkina Faso,2031,80-84,80,5,20.017,33.663,53.68
Burundi,2031,80-84,80,5,13.976,19.419,33.395
Cabo Verde,2031,80-84,80,5,0.866,2.038,2.904
Cambodia,2031,80-84,80,5,40.306,69.694,110
Cameroon,2031,80-84,80,5,32.219,45.226,77.445
Canada,2031,80-84,80,5,641.884,759.309,1401.193
Chad,2031,80-84,80,5,20.416,26.672,47.088
Channel Islands,2031,80-84,80,5,2.617,3.239,5.856
Chile,2031,80-84,80,5,185.121,245.995,431.116
China,2031,80-84,80,5,11903.208,16330.501,28233.709
"China, Hong Kong SAR",2031,80-84,80,5,128.146,159.721,287.867
"China, Macao SAR",2031,80-84,80,5,8.334,9.479,17.813
"China, Taiwan Province of China",2031,80-84,80,5,320.681,388.714,709.395
Colombia,2031,80-84,80,5,365.182,489.217,854.399
Comoros,2031,80-84,80,5,1.288,1.738,3.026
Congo,2031,80-84,80,5,7.265,11.28,18.545
Costa Rica,2031,80-84,80,5,46.479,57.343,103.822
Croatia,2031,80-84,80,5,52.523,85.527,138.05
Cuba,2031,80-84,80,5,134.174,174.92,309.094
Curaçao,2031,80-84,80,5,2.196,3.297,5.493
Cyprus,2031,80-84,80,5,14.446,18.445,32.891
Czechia,2031,80-84,80,5,169.68,250.084,419.764
Côte d'Ivoire,2031,80-84,80,5,38.852,38.027,76.879
Dem. People's Republic of Korea,2031,80-84,80,5,91.065,251.823,342.888
Democratic Republic of the Congo,2031,80-84,80,5,156.469,202.495,358.964
Denmark,2031,80-84,80,5,110.309,130.404,240.713
Djibouti,2031,80-84,80,5,3.14,3.685,6.825
Dominican Republic,2031,80-84,80,5,60.064,76.807,136.871
Ecuador,2031,80-84,80,5,107.453,131.643,239.096
Egypt,2031,80-84,80,5,323.863,470.294,794.157
El Salvador,2031,80-84,80,5,35.992,57.568,93.56
Equatorial Guinea,2031,80-84,80,5,1.315,1.872,3.187
Eritrea,2031,80-84,80,5,8.491,12.671,21.162
Estonia,2031,80-84,80,5,12.901,26.165,39.066
Eswatini,2031,80-84,80,5,1.67,4.351,6.021
Ethiopia,2031,80-84,80,5,256.426,339.027,595.453
Fiji,2031,80-84,80,5,2.677,3.551,6.228
Finland,2031,80-84,80,5,118.208,155.111,273.319
France,2031,80-84,80,5,1197.034,1606.971,2804.005
French Guiana,2031,80-84,80,5,1.47,1.751,3.221
French Polynesia,2031,80-84,80,5,1.859,2.13,3.989
Gabon,2031,80-84,80,5,3.984,5.73,9.714
Gambia,2031,80-84,80,5,3.015,3.628,6.643
Georgia,2031,80-84,80,5,26.237,57.642,83.879
Germany,2031,80-84,80,5,1238.853,1599.265,2838.118
Ghana,2031,80-84,80,5,47.684,61.577,109.261
Greece,2031,80-84,80,5,180.141,238.965,419.106
Grenada,2031,80-84,80,5,0.593,0.834,1.427
Guadeloupe,2031,80-84,80,5,6.175,8.812,14.987
Guam,2031,80-84,80,5,1.425,2.069,3.494
Guatemala,2031,80-84,80,5,67.89,91.569,159.459
Guinea,2031,80-84,80,5,13.941,25.381,39.322
Guinea-Bissau,2031,80-84,80,5,1.976,3.873,5.849
Guyana,2031,80-84,80,5,4.247,5.128,9.375
Haiti,2031,80-84,80,5,32.985,46.539,79.524
Honduras,2031,80-84,80,5,36.915,50.013,86.928
Hungary,2031,80-84,80,5,110.062,206.954,317.016
Iceland,2031,80-84,80,5,5.206,5.559,10.765
India,2031,80-84,80,5,5903.752,6874.859,12778.611
Indonesia,2031,80-84,80,5,1002.247,1457.71,2459.957
Iran (Islamic Republic of),2031,80-84,80,5,383.023,438.42,821.443
Iraq,2031,80-84,80,5,70.667,100.932,171.599
Ireland,2031,80-84,80,5,68.797,79.482,148.279
Israel,2031,80-84,80,5,100.685,124.514,225.199
Italy,2031,80-84,80,5,1139.965,1479.611,2619.576
Jamaica,2031,80-84,80,5,20.272,21.561,41.833
Japan,2031,80-84,80,5,3114.364,4124.766,7239.13
Jordan,2031,80-84,80,5,22.124,30.212,52.336
Kazakhstan,2031,80-84,80,5,59.779,140.078,199.857
Kenya,2031,80-84,80,5,70.579,119.731,190.31
Kiribati,2031,80-84,80,5,0.214,0.58,0.794
Kuwait,2031,80-84,80,5,8.894,6.812,15.706
Kyrgyzstan,2031,80-84,80,5,8.265,26.99,35.255
Latvia,2031,80-84,80,5,14.516,33.832,48.348
Lebanon,2031,80-84,80,5,33.939,45.976,79.915
Lesotho,2031,80-84,80,5,3.782,9.103,12.885
Liberia,2031,80-84,80,5,8.331,11.58,19.911
Libya,2031,80-84,80,5,16.907,25.489,42.396
Lithuania,2031,80-84,80,5,21.835,51.798,73.633
Luxembourg,2031,80-84,80,5,7.849,9.319,17.168
Madagascar,2031,80-84,80,5,47.486,62.267,109.753
Malawi,2031,80-84,80,5,22.592,44.11,66.702
Malaysia,2031,80-84,80,5,195.98,220.667,416.647
Maldives,2031,80-84,80,5,1.366,1.405,2.771
Mali,2031,80-84,80,5,21.841,29.006,50.847
Malta,2031,80-84,80,5,9.514,11.17,20.684
Martinique,2031,80-84,80,5,6.151,9.027,15.178
Mauritania,2031,80-84,80,5,7.12,10.988,18.108
Mauritius,2031,80-84,80,5,11.398,17.339,28.737
Mayotte,2031,80-84,80,5,0.974,1.165,2.139
Melanesia,2031,80-84,80,5,22.056,25.363,47.419
Mexico,2031,80-84,80,5,692.102,924.767,1616.869
Micronesia,2031,80-84,80,5,2.585,4.006,6.591
Mongolia,2031,80-84,80,5,6.26,11.758,18.018
Montenegro,2031,80-84,80,5,5.933,9.35,15.283
Morocco,2031,80-84,80,5,200.626,238.762,439.388
Mozambique,2031,80-84,80,5,35.32,74.684,110.004
Myanmar,2031,80-84,80,5,148.46,266.018,414.478
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Namibia,2031,80-84,80,5,3.12,7.209,10.329
Nepal,2031,80-84,80,5,101.068,137.632,238.7
Netherlands,2031,80-84,80,5,325.788,380.049,705.837
New Caledonia,2031,80-84,80,5,2.168,2.873,5.041
New Zealand,2031,80-84,80,5,75.397,89.397,164.794
Nicaragua,2031,80-84,80,5,23.324,36.025,59.349
Niger,2031,80-84,80,5,34.765,39.742,74.507
Nigeria,2031,80-84,80,5,233.312,273.222,506.534
North Macedonia,2031,80-84,80,5,18.545,26.529,45.074
Norway,2031,80-84,80,5,92.929,108.06,200.989
Oceania (excluding Australia and New Zealand),2031,80-84,80,5,27.896,33.466,61.362
Oman,2031,80-84,80,5,7.878,11.894,19.772
Pakistan,2031,80-84,80,5,624.383,636.873,1261.256
Panama,2031,80-84,80,5,30.74,38.308,69.048
Papua New Guinea,2031,80-84,80,5,14.974,16.079,31.053
Paraguay,2031,80-84,80,5,38.167,45.98,84.147
Peru,2031,80-84,80,5,225.172,283.241,508.413
Philippines,2031,80-84,80,5,339.005,642.206,981.211
Poland,2031,80-84,80,5,498.33,846.194,1344.524
Polynesia,2031,80-84,80,5,3.255,4.097,7.352
Portugal,2031,80-84,80,5,176.052,254.471,430.523
Puerto Rico,2031,80-84,80,5,45.999,70.598,116.597
Qatar,2031,80-84,80,5,ERROR_6.246,2.733,"8,979"
Republic of Korea,2031,80-84,80,5,651.56,901.238,1552.798
Republic of Moldova,2031,80-84,80,5,17.95,41.863,59.813
Romania,2031,80-84,80,5,215.239,374.263,589.502
Russian Federation,2031,80-84,80,5,961.712,2380.598,3342.31
Rwanda,2031,80-84,80,5,21.066,37.153,58.219
Réunion,2031,80-84,80,5,9.636,12.066,21.702
Saint Lucia,2031,80-84,80,5,1.607,1.668,3.275
Saint Vincent and the Grenadines,2031,80-84,80,5,0.714,0.848,1.562
Samoa,2031,80-84,80,5,0.514,0.776,1.29
Sao Tome and Principe,2031,80-84,80,5,0.327,0.499,0.826
Saudi Arabia,2031,80-84,80,5,80.683,87.892,168.575
Senegal,2031,80-84,80,5,23.501,39.185,62.686
Serbia,2031,80-84,80,5,105.61,165.805,271.415
Seychelles,2031,80-84,80,5,0.394,0.585,0.979
Sierra Leone,2031,80-84,80,5,9.319,15.102,24.421
Singapore,2031,80-84,80,5,74.842,89.028,163.87
Slovakia,2031,80-84,80,5,58.069,102.058,160.127
Slovenia,2031,80-84,80,5,32.104,42.849,74.953
Solomon Islands,2031,80-84,80,5,1.671,2.225,3.896
Somalia,2031,80-84,80,5,26.034,30.445,56.479
Spain,2031,80-84,80,5,731.863,991.433,1723.296
Sri Lanka,2031,80-84,80,5,173.922,289.157,463.079
State of Palestine,2031,80-84,80,5,11.247,14.289,25.536
Sudan,2031,80-84,80,5,98.823,122.531,221.354
Suriname,2031,80-84,80,5,2.268,3.826,6.094
Sweden,2031,80-84,80,5,194.517,226.733,421.25
Switzerland,2031,80-84,80,5,150.63,182.359,332.989
Syrian Arab Republic,2031,80-84,80,5,66.27,84.059,150.329
Tajikistan,2031,80-84,80,5,14.32,21.646,35.966
Thailand,2031,80-84,80,5,663.392,957.605,1620.997
Timor-Leste,2031,80-84,80,5,3.284,4.348,7.632
Togo,2031,80-84,80,5,11.003,14.159,25.162
Tonga,2031,80-84,80,5,0.325,0.418,0.743
Trinidad and Tobago,2031,80-84,80,5,11.471,15.359,26.83
Tunisia,2031,80-84,80,5,65.366,94.83,160.196
Turkey,2031,80-84,80,5,513.353,824.724,1338.077
Turkmenistan,2031,80-84,80,5,13.394,23.764,37.158
Uganda,2031,80-84,80,5,38.27,73.17,111.44
Ukraine,2031,80-84,80,5,272.7,702.032,974.732
United Arab Emirates,2031,80-84,80,5,13.403,7.84,21.243
United Kingdom,2031,80-84,80,5,1117.05,1324.607,2441.657
United Republic of Tanzania,2031,80-84,80,5,78.971,124.833,203.804
United States Virgin Islands,2031,80-84,80,5,1.721,2.6,4.321
United States of America,2031,80-84,80,5,4579.805,5930.093,10509.898
Uruguay,2031,80-84,80,5,30.899,51.945,82.844
Uzbekistan,2031,80-84,80,5,69.948,112.318,182.266
Vanuatu,2031,80-84,80,5,0.566,0.635,1.201
Venezuela (Bolivarian Republic of),2031,80-84,80,5,149.489,216.357,365.846
Viet Nam,2031,80-84,80,5,418.038,744.788,1162.826
Yemen,2031,80-84,80,5,44.46,63.367,107.827
Zambia,2031,80-84,80,5,16.753,33.977,50.73
Zimbabwe,2031,80-84,80,5,15.712,35.512,51.224
Afghanistan,2031,75-79,75,5,120.663,143.339,264.002
Albania,2031,75-79,75,5,55.229,62.734,117.963
Algeria,2031,75-79,75,5,458.765,466.213,924.978
Angola,2031,75-79,75,5,73.208,97.884,171.092
Antigua and Barbuda,2031,75-79,75,5,1.208,1.452,2.66
Argentina,2031,75-79,75,5,513.902,743.722,1257.624
Armenia,2031,75-79,75,5,36.874,63.048,99.922
Aruba,2031,75-79,75,5,1.832,2.723,4.555
Australia,2031,75-79,75,5,516.662,579.155,1095.817
Austria,2031,75-79,75,5,179.527,214.763,394.29
Azerbaijan,2031,75-79,75,5,89.879,129.856,219.735
Bahamas,2031,75-79,75,5,3.707,5.155,8.862
Bahrain,2031,75-79,75,5,10.371,7.453,17.824
Bangladesh,2031,75-79,75,5,1011.475,985.239,1996.714
Barbados,2031,75-79,75,5,5.779,7.056,12.835
Belarus,2031,75-79,75,5,135.816,287.592,423.408
Belgium,2031,75-79,75,5,253.918,293.502,547.42
Belize,2031,75-79,75,5,2.9,3.058,5.958
Benin,2031,75-79,75,5,44.606,55.179,99.785
Bhutan,2031,75-79,75,5,6.41,5.424,11.834
Bolivia (Plurinational State of),2031,75-79,75,5,101.782,119.357,221.139
Bosnia and Herzegovina,2031,75-79,75,5,71.576,93.247,164.823
Botswana,2031,75-79,75,5,11.509,20.434,31.943
Brazil,2031,75-79,75,5,2518.683,3367.55,5886.233
Brunei Darussalam,2031,75-79,75,5,4.42,4.662,9.082
Bulgaria,2031,75-79,75,5,126.336,197.79,324.126
Burkina Faso,2031,75-79,75,5,48.116,75.217,123.333
Burundi,2031,75-79,75,5,38.385,47.593,85.978
Cabo Verde,2031,75-79,75,5,2.82,4.974,7.794
Cambodia,2031,75-79,75,5,83.5,145.511,229.011
Cameroon,2031,75-79,75,5,74.516,94.903,169.419
Canada,2031,75-79,75,5,895.256,995.219,1890.475
Chad,2031,75-79,75,5,45.199,57.864,103.063
Channel Islands,2031,75-79,75,5,3.873,4.253,8.126
Chile,2031,75-79,75,5,303.572,372.838,676.41
China,2031,75-79,75,5,24136.059,29027.388,53163.447
"China, Hong Kong SAR",2031,75-79,75,5,195.138,226.755,421.893
"China, Macao SAR",2031,75-79,75,5,15.043,16.753,31.796
"China, Taiwan Province of China",2031,75-79,75,5,546.601,665.577,1212.178
Colombia,2031,75-79,75,5,598.673,768.473,1367.146
Comoros,2031,75-79,75,5,3.124,3.961,7.085
Congo,2031,75-79,75,5,17.234,23.112,40.346
Costa Rica,2031,75-79,75,5,71.281,83.088,154.369
Croatia,2031,75-79,75,5,91.758,123.636,215.394
Cuba,2031,75-79,75,5,195.143,242.185,437.328
Curaçao,2031,75-79,75,5,3.119,4.581,7.7
Cyprus,2031,75-79,75,5,21.654,25.049,46.703
Czechia,2031,75-79,75,5,228.993,297.976,526.969
Côte d'Ivoire,2031,75-79,75,5,92.207,89.499,181.706
Dem. People's Republic of Korea,2031,75-79,75,5,174.907,323.843,498.75
Democratic Republic of the Congo,2031,75-79,75,5,309.392,370.818,680.21
Denmark,2031,75-79,75,5,116.942,133.5,250.442
Djibouti,2031,75-79,75,5,5.691,6.369,12.06
Dominican Republic,2031,75-79,75,5,103.018,123.529,226.547
Ecuador,2031,75-79,75,5,186.091,216.048,402.139
Egypt,2031,75-79,75,5,618.437,779.688,1398.125
El Salvador,2031,75-79,75,5,56.098,87.881,143.979
Equatorial Guinea,2031,75-79,75,5,3.336,4.284,7.62
Eritrea,2031,75-79,75,5,14.587,19.828,34.415
Estonia,2031,75-79,75,5,24.366,42.528,66.894
Eswatini,2031,75-79,75,5,3.578,6.314,9.892
Ethiopia,2031,75-79,75,5,465.775,576.988,1042.763
Fiji,2031,75-79,75,5,5.854,7.394,13.248
Finland,2031,75-79,75,5,136.651,163.447,300.098
France,2031,75-79,75,5,1468.322,1811.552,3279.874
French Guiana,2031,75-79,75,5,2.922,3.345,6.267
French Polynesia,2031,75-79,75,5,3.846,4.166,8.012
Gabon,2031,75-79,75,5,8.281,10.572,18.853
Gambia,2031,75-79,75,5,6.352,7.227,13.579
Georgia,2031,75-79,75,5,52.275,94.814,147.089
Germany,2031,75-79,75,5,1883.633,2268.548,4152.181
Ghana,2031,75-79,75,5,109.644,133.044,242.688
Greece,2031,75-79,75,5,222.615,284.552,507.167
Grenada,2031,75-79,75,5,1.199,1.471,2.67
Guadeloupe,2031,75-79,75,5,8.386,11.698,20.084
Guam,2031,75-79,75,5,2.328,2.884,5.212
Guatemala,2031,75-79,75,5,116.219,152.507,268.726
Guinea,2031,75-79,75,5,35.03,61.737,96.767
Guinea-Bissau,2031,75-79,75,5,5.205,8.919,14.124
Guyana,2031,75-79,75,5,6.658,8.968,15.626
Haiti,2031,75-79,75,5,67.122,84.886,152.008
Honduras,2031,75-79,75,5,64.885,82.846,147.731
Hungary,2031,75-79,75,5,192.17,308.241,500.411
Iceland,2031,75-79,75,5,7.393,7.67,15.063
India,2031,75-79,75,5,12074.014,12983.229,25057.243
Indonesia,2031,75-79,75,5,2256.044,2700.883,4956.927
Iran (Islamic Republic of),2031,75-79,75,5,837.912,890.323,1728.235
Iraq,2031,75-79,75,5,161.04,227.369,388.409
Ireland,2031,75-79,75,5,93.859,103.298,197.157
Israel,2031,75-79,75,5,136.598,163.576,300.174
Italy,2031,75-79,75,5,1411.816,1682.441,3094.257
Jamaica,2031,75-79,75,5,31.93,35.983,67.913
Japan,2031,75-79,75,5,3302.344,3825.929,7128.273
Jordan,2031,75-79,75,5,43.064,52.335,95.399
Kazakhstan,2031,75-79,75,5,151.565,299.249,450.814
Kenya,2031,75-79,75,5,165.744,245.215,410.959
Kiribati,2031,75-79,75,5,0.482,0.962,1.444
Kuwait,2031,75-79,75,5,34.735,17.763,52.498
Kyrgyzstan,2031,75-79,75,5,29.77,60.899,90.669
Latvia,2031,75-79,75,5,29.965,58.106,88.071
Lebanon,2031,75-79,75,5,63.934,80.835,144.769
Lesotho,2031,75-79,75,5,7.815,16.544,24.359
Liberia,2031,75-79,75,5,18.882,24.658,43.54
Libya,2031,75-79,75,5,35.178,47.607,82.785
